location	experiment	biological	time_point	genotype	technical	plant_nr	genotype_time	FW
greenhouse	B2	bio3	tp1	bri301	tech2	4	bri301_tp1b	0.014
greenhouse	B2	bio3	tp1	bri301	tech2	5	bri301_tp1b	0.024
greenhouse	B2	bio3	tp1	bri301	tech3	1	bri301_tp1b	0.018
greenhouse	B2	bio3	tp1	bri301	tech3	2	bri301_tp1b	0.017
greenhouse	B2	bio3	tp1	bri301	tech3	3	bri301_tp1b	0.022
greenhouse	B2	bio3	tp1	bri301	tech3	4	bri301_tp1b	0.024
greenhouse	B2	bio3	tp1	bri301	tech3	5	bri301_tp1b	0.018
greenhouse	B2	bio3	tp1	bri301	tech4	1	bri301_tp1b	0.019
greenhouse	B2	bio3	tp1	bri301	tech4	2	bri301_tp1b	0.031
greenhouse	B2	bio3	tp1	bri301	tech4	3	bri301_tp1b	0.015
greenhouse	B2	bio3	tp1	bri301	tech4	4	bri301_tp1b	0.017
greenhouse	B2	bio3	tp1	bri301	tech4	5	bri301_tp1b	0.026
greenhouse	B2	bio3	tp1	35SBRI	tech1	1	35SBRI_tp1b	0.017
greenhouse	B2	bio3	tp1	35SBRI	tech1	2	35SBRI_tp1b	0.021
greenhouse	B2	bio3	tp1	35SBRI	tech1	3	35SBRI_tp1b	0.017
greenhouse	B2	bio3	tp1	35SBRI	tech1	4	35SBRI_tp1b	0.015
greenhouse	B2	bio3	tp1	35SBRI	tech1	5	35SBRI_tp1b	0.02
greenhouse	B2	bio3	tp1	35SBRI	tech2	1	35SBRI_tp1b	0.011
greenhouse	B2	bio3	tp1	35SBRI	tech2	2	35SBRI_tp1b	0.009
greenhouse	B2	bio3	tp1	35SBRI	tech2	3	35SBRI_tp1b	0.018
greenhouse	B2	bio3	tp1	35SBRI	tech2	4	35SBRI_tp1b	0.02
greenhouse	B2	bio3	tp1	35SBRI	tech2	5	35SBRI_tp1b	0.017
greenhouse	B2	bio3	tp1	35SBRI	tech3	1	35SBRI_tp1b	0.016
greenhouse	B2	bio3	tp1	35SBRI	tech3	2	35SBRI_tp1b	0.024
greenhouse	B2	bio3	tp1	35SBRI	tech3	3	35SBRI_tp1b	0.011
greenhouse	B2	bio3	tp1	35SBRI	tech3	4	35SBRI_tp1b	0.008
greenhouse	B2	bio3	tp1	35SBRI	tech3	5	35SBRI_tp1b	0.012
greenhouse	B2	bio3	tp1	35SBRI	tech4	1	35SBRI_tp1b	0.018
greenhouse	B2	bio3	tp1	35SBRI	tech4	2	35SBRI_tp1b	0.016
greenhouse	B2	bio3	tp1	35SBRI	tech4	3	35SBRI_tp1b	0.01
greenhouse	B2	bio3	tp1	35SBRI	tech4	4	35SBRI_tp1b	0.009
greenhouse	B2	bio3	tp1	35SBRI	tech4	5	35SBRI_tp1b	0.011
greenhouse	B2	bio3	tp2	WT2	tech1	1	WT_tp2b	0.082
greenhouse	B2	bio3	tp2	WT2	tech1	2	WT_tp2b	0.036
greenhouse	B2	bio3	tp2	WT2	tech1	3	WT_tp2b	0.046
greenhouse	B2	bio3	tp2	WT2	tech1	4	WT_tp2b	0.04
greenhouse	B2	bio3	tp2	WT2	tech1	5	WT_tp2b	0.05
greenhouse	B2	bio3	tp2	WT2	tech2	1	WT_tp2b	0.084
greenhouse	B2	bio3	tp2	WT2	tech2	2	WT_tp2b	0.068
greenhouse	B2	bio3	tp2	WT2	tech2	3	WT_tp2b	0.06
greenhouse	B2	bio3	tp2	WT2	tech2	4	WT_tp2b	0.042
greenhouse	B2	bio3	tp2	WT2	tech2	5	WT_tp2b	0.064
greenhouse	B2	bio3	tp2	WT2	tech3	1	WT_tp2b	0.058
greenhouse	B2	bio3	tp2	WT2	tech3	2	WT_tp2b	0.044
greenhouse	B2	bio3	tp2	WT2	tech3	3	WT_tp2b	0.031
greenhouse	B2	bio3	tp2	WT2	tech3	4	WT_tp2b	0.062
greenhouse	B2	bio3	tp2	WT2	tech3	5	WT_tp2b	0.05
greenhouse	B2	bio3	tp2	WT2	tech4	1	WT_tp2b	0.041
greenhouse	B2	bio3	tp2	WT2	tech4	2	WT_tp2b	0.038
greenhouse	B2	bio3	tp2	WT2	tech4	3	WT_tp2b	0.053
greenhouse	B2	bio3	tp2	WT2	tech4	4	WT_tp2b	0.037
greenhouse	B2	bio3	tp2	WT2	tech4	5	WT_tp2b	0.04
greenhouse	B2	bio3	tp2	wrky33	tech1	1	wrky33_tp2b	0.063
greenhouse	B2	bio3	tp2	wrky33	tech1	2	wrky33_tp2b	0.079
greenhouse	B2	bio3	tp2	wrky33	tech1	3	wrky33_tp2b	0.066
greenhouse	B2	bio3	tp2	wrky33	tech1	4	wrky33_tp2b	0.068
greenhouse	B2	bio3	tp2	wrky33	tech1	5	wrky33_tp2b	0.09
greenhouse	B2	bio3	tp2	wrky33	tech2	1	wrky33_tp2b	0.11
greenhouse	B2	bio3	tp2	wrky33	tech2	2	wrky33_tp2b	0.084
greenhouse	B2	bio3	tp2	wrky33	tech2	3	wrky33_tp2b	0.104
greenhouse	B2	bio3	tp2	wrky33	tech2	4	wrky33_tp2b	0.121
greenhouse	B2	bio3	tp2	wrky33	tech2	5	wrky33_tp2b	0.081
greenhouse	B2	bio3	tp2	wrky33	tech3	1	wrky33_tp2b	0.07
greenhouse	B2	bio3	tp2	wrky33	tech3	2	wrky33_tp2b	0.064
greenhouse	B2	bio3	tp2	wrky33	tech3	3	wrky33_tp2b	0.054
greenhouse	B2	bio3	tp2	wrky33	tech3	4	wrky33_tp2b	0.069
greenhouse	B2	bio3	tp2	wrky33	tech3	5	wrky33_tp2b	0.06
greenhouse	B2	bio3	tp2	wrky33	tech4	1	wrky33_tp2b	0.06
greenhouse	B2	bio3	tp2	wrky33	tech4	2	wrky33_tp2b	0.046
greenhouse	B2	bio3	tp2	wrky33	tech4	3	wrky33_tp2b	0.058
greenhouse	B2	bio3	tp2	wrky33	tech4	4	wrky33_tp2b	0.108
greenhouse	B2	bio3	tp2	wrky33	tech4	5	wrky33_tp2b	0.108
greenhouse	B2	bio3	tp2	wrky40	tech1	1	wrky40_tp2b	0.073
greenhouse	B2	bio3	tp2	wrky40	tech1	2	wrky40_tp2b	0.042
greenhouse	B2	bio3	tp2	wrky40	tech1	3	wrky40_tp2b	0.037
greenhouse	B2	bio3	tp2	wrky40	tech1	4	wrky40_tp2b	0.054
greenhouse	B2	bio3	tp2	wrky40	tech1	5	wrky40_tp2b	0.057
greenhouse	B2	bio3	tp2	wrky40	tech2	1	wrky40_tp2b	0.046
greenhouse	B2	bio3	tp2	wrky40	tech2	2	wrky40_tp2b	0.072
greenhouse	B2	bio3	tp2	wrky40	tech2	3	wrky40_tp2b	0.041
greenhouse	B2	bio3	tp2	wrky40	tech2	4	wrky40_tp2b	0.029
greenhouse	B2	bio3	tp2	wrky40	tech2	5	wrky40_tp2b	0.032
greenhouse	B2	bio3	tp2	wrky40	tech3	1	wrky40_tp2b	0.052
greenhouse	B2	bio3	tp2	wrky40	tech3	2	wrky40_tp2b	0.042
greenhouse	B2	bio3	tp2	wrky40	tech3	3	wrky40_tp2b	0.057
greenhouse	B2	bio3	tp2	wrky40	tech3	4	wrky40_tp2b	0.042
greenhouse	B2	bio3	tp2	wrky40	tech3	5	wrky40_tp2b	0.042
greenhouse	B2	bio3	tp2	wrky40	tech4	1	wrky40_tp2b	0.044
greenhouse	B2	bio3	tp2	wrky40	tech4	2	wrky40_tp2b	0.041
greenhouse	B2	bio3	tp2	wrky40	tech4	3	wrky40_tp2b	0.033
greenhouse	B2	bio3	tp2	wrky40	tech4	4	wrky40_tp2b	0.043
greenhouse	B2	bio3	tp2	wrky40	tech4	5	wrky40_tp2b	0.033
greenhouse	B2	bio3	tp2	lyk5	tech1	1	lyk5_tp2b	0.102
greenhouse	B2	bio3	tp2	lyk5	tech1	2	lyk5_tp2b	0.031
greenhouse	B2	bio3	tp2	lyk5	tech1	3	lyk5_tp2b	0.064
greenhouse	B2	bio3	tp2	lyk5	tech1	4	lyk5_tp2b	0.047
greenhouse	B2	bio3	tp2	lyk5	tech1	5	lyk5_tp2b	
greenhouse	B2	bio3	tp2	lyk5	tech2	1	lyk5_tp2b	0.068
greenhouse	B2	bio3	tp2	lyk5	tech2	2	lyk5_tp2b	0.093
greenhouse	B2	bio3	tp2	lyk5	tech2	3	lyk5_tp2b	0.07
greenhouse	B2	bio3	tp2	lyk5	tech2	4	lyk5_tp2b	0.059
greenhouse	B2	bio3	tp2	lyk5	tech2	5	lyk5_tp2b	0.096
greenhouse	B2	bio3	tp2	lyk5	tech3	1	lyk5_tp2b	0.075
greenhouse	B2	bio3	tp2	lyk5	tech3	2	lyk5_tp2b	0.05
greenhouse	B2	bio3	tp2	lyk5	tech3	3	lyk5_tp2b	0.076
greenhouse	B2	bio3	tp2	lyk5	tech3	4	lyk5_tp2b	0.052
greenhouse	B2	bio3	tp2	lyk5	tech3	5	lyk5_tp2b	0.101
greenhouse	B2	bio3	tp2	lyk5	tech4	1	lyk5_tp2b	0.03
greenhouse	B2	bio3	tp2	lyk5	tech4	2	lyk5_tp2b	0.074
greenhouse	B2	bio3	tp2	lyk5	tech4	3	lyk5_tp2b	0.083
greenhouse	B2	bio3	tp2	lyk5	tech4	4	lyk5_tp2b	0.1
greenhouse	B2	bio3	tp2	lyk5	tech4	5	lyk5_tp2b	0.049
greenhouse	B2	bio3	tp2	bak1bkk1cerk1	tech1	1	bak1bkk1cerk1_tp2b	0.047
greenhouse	B2	bio3	tp2	bak1bkk1cerk1	tech1	2	bak1bkk1cerk1_tp2b	0.042
greenhouse	B2	bio3	tp2	bak1bkk1cerk1	tech1	3	bak1bkk1cerk1_tp2b	0.045
greenhouse	B2	bio3	tp2	bak1bkk1cerk1	tech1	4	bak1bkk1cerk1_tp2b	0.036
greenhouse	B2	bio3	tp2	bak1bkk1cerk1	tech1	5	bak1bkk1cerk1_tp2b	0.064
greenhouse	B2	bio3	tp2	bak1bkk1cerk1	tech2	1	bak1bkk1cerk1_tp2b	0.062
greenhouse	B2	bio3	tp2	bak1bkk1cerk1	tech2	2	bak1bkk1cerk1_tp2b	0.041
greenhouse	B2	bio3	tp2	bak1bkk1cerk1	tech2	3	bak1bkk1cerk1_tp2b	0.068
greenhouse	B2	bio3	tp2	bak1bkk1cerk1	tech2	4	bak1bkk1cerk1_tp2b	0.031
greenhouse	B2	bio3	tp2	bak1bkk1cerk1	tech2	5	bak1bkk1cerk1_tp2b	0.037
greenhouse	B2	bio3	tp2	bak1bkk1cerk1	tech3	1	bak1bkk1cerk1_tp2b	0.067
greenhouse	B2	bio3	tp2	bak1bkk1cerk1	tech3	2	bak1bkk1cerk1_tp2b	0.038
greenhouse	B2	bio3	tp2	bak1bkk1cerk1	tech3	3	bak1bkk1cerk1_tp2b	0.039
greenhouse	B2	bio3	tp2	bak1bkk1cerk1	tech3	4	bak1bkk1cerk1_tp2b	0.077
greenhouse	B2	bio3	tp2	bak1bkk1cerk1	tech3	5	bak1bkk1cerk1_tp2b	0.057
greenhouse	B2	bio3	tp2	bak1bkk1cerk1	tech4	1	bak1bkk1cerk1_tp2b	0.048
greenhouse	B2	bio3	tp2	bak1bkk1cerk1	tech4	2	bak1bkk1cerk1_tp2b	0.07
greenhouse	B2	bio3	tp2	bak1bkk1cerk1	tech4	3	bak1bkk1cerk1_tp2b	0.044
greenhouse	B2	bio3	tp2	bak1bkk1cerk1	tech4	4	bak1bkk1cerk1_tp2b	0.038
greenhouse	B2	bio3	tp2	bak1bkk1cerk1	tech4	5	bak1bkk1cerk1_tp2b	0.052
greenhouse	B2	bio3	tp2	apex1	tech1	1	apex1_tp2b	0.058
greenhouse	B2	bio3	tp2	apex1	tech1	2	apex1_tp2b	0.063
greenhouse	B2	bio3	tp2	apex1	tech1	3	apex1_tp2b	0.059
greenhouse	B2	bio3	tp2	apex1	tech1	4	apex1_tp2b	0.085
greenhouse	B2	bio3	tp2	apex1	tech1	5	apex1_tp2b	0.046
greenhouse	B2	bio3	tp2	apex1	tech2	1	apex1_tp2b	0.061
greenhouse	B2	bio3	tp2	apex1	tech2	2	apex1_tp2b	0.033
greenhouse	B2	bio3	tp2	apex1	tech2	3	apex1_tp2b	0.054
greenhouse	B2	bio3	tp2	apex1	tech2	4	apex1_tp2b	0.071
greenhouse	B2	bio3	tp2	apex1	tech2	5	apex1_tp2b	0.051
greenhouse	B2	bio3	tp2	apex1	tech3	1	apex1_tp2b	0.066
greenhouse	B2	bio3	tp2	apex1	tech3	2	apex1_tp2b	0.057
greenhouse	B2	bio3	tp2	apex1	tech3	3	apex1_tp2b	0.071
greenhouse	B2	bio3	tp2	apex1	tech3	4	apex1_tp2b	0.036
greenhouse	B2	bio3	tp2	apex1	tech3	5	apex1_tp2b	0.061
greenhouse	B2	bio3	tp2	apex1	tech4	1	apex1_tp2b	0.033
greenhouse	B2	bio3	tp2	apex1	tech4	2	apex1_tp2b	0.034
greenhouse	B2	bio3	tp2	apex1	tech4	3	apex1_tp2b	0.042
greenhouse	B2	bio3	tp2	apex1	tech4	4	apex1_tp2b	0.051
greenhouse	B2	bio3	tp2	apex1	tech4	5	apex1_tp2b	0.048
greenhouse	B2	bio3	tp2	apex2	tech1	1	apex2_tp2b	0.07
greenhouse	B2	bio3	tp2	apex2	tech1	2	apex2_tp2b	0.066
greenhouse	B2	bio3	tp2	apex2	tech1	3	apex2_tp2b	0.037
greenhouse	B2	bio3	tp2	apex2	tech1	4	apex2_tp2b	0.048
greenhouse	B2	bio3	tp2	apex2	tech1	5	apex2_tp2b	0.041
greenhouse	B2	bio3	tp2	apex2	tech2	1	apex2_tp2b	0.051
greenhouse	B2	bio3	tp2	apex2	tech2	2	apex2_tp2b	0.066
greenhouse	B2	bio3	tp2	apex2	tech2	3	apex2_tp2b	0.048
greenhouse	B2	bio3	tp2	apex2	tech2	4	apex2_tp2b	0.06
greenhouse	B2	bio3	tp2	apex2	tech2	5	apex2_tp2b	0.052
greenhouse	B2	bio3	tp2	apex2	tech3	1	apex2_tp2b	0.061
greenhouse	B2	bio3	tp2	apex2	tech3	2	apex2_tp2b	0.078
greenhouse	B2	bio3	tp2	apex2	tech3	3	apex2_tp2b	0.044
greenhouse	B2	bio3	tp2	apex2	tech3	4	apex2_tp2b	0.1
greenhouse	B2	bio3	tp2	apex2	tech3	5	apex2_tp2b	0.035
greenhouse	B2	bio3	tp2	apex2	tech4	1	apex2_tp2b	0.037
greenhouse	B2	bio3	tp2	apex2	tech4	2	apex2_tp2b	0.062
greenhouse	B2	bio3	tp2	apex2	tech4	3	apex2_tp2b	0.102
greenhouse	B2	bio3	tp2	apex2	tech4	4	apex2_tp2b	0.039
greenhouse	B2	bio3	tp2	apex2	tech4	5	apex2_tp2b	0.045
greenhouse	B2	bio3	tp2	apex3	tech1	1	apex3_tp2b	0.058
greenhouse	B2	bio3	tp2	apex3	tech1	2	apex3_tp2b	0.04
greenhouse	B2	bio3	tp2	apex3	tech1	3	apex3_tp2b	0.045
greenhouse	B2	bio3	tp2	apex3	tech1	4	apex3_tp2b	0.05
greenhouse	B2	bio3	tp2	apex3	tech1	5	apex3_tp2b	0.035
greenhouse	B2	bio3	tp2	apex3	tech2	1	apex3_tp2b	0.06
greenhouse	B2	bio3	tp2	apex3	tech2	2	apex3_tp2b	0.065
greenhouse	B2	bio3	tp2	apex3	tech2	3	apex3_tp2b	0.045
greenhouse	B2	bio3	tp2	apex3	tech2	4	apex3_tp2b	0.028
greenhouse	B2	bio3	tp2	apex3	tech2	5	apex3_tp2b	0.031
greenhouse	B2	bio3	tp2	apex3	tech3	1	apex3_tp2b	0.049
greenhouse	B2	bio3	tp2	apex3	tech3	2	apex3_tp2b	0.037
greenhouse	B2	bio3	tp2	apex3	tech3	3	apex3_tp2b	0.044
greenhouse	B2	bio3	tp2	apex3	tech3	4	apex3_tp2b	0.045
greenhouse	B2	bio3	tp2	apex3	tech3	5	apex3_tp2b	0.04
greenhouse	B2	bio3	tp2	apex3	tech4	1	apex3_tp2b	0.067
greenhouse	B2	bio3	tp2	apex3	tech4	2	apex3_tp2b	0.035
greenhouse	B2	bio3	tp2	apex3	tech4	3	apex3_tp2b	0.047
greenhouse	B2	bio3	tp2	apex3	tech4	4	apex3_tp2b	0.052
greenhouse	B2	bio3	tp2	apex3	tech4	5	apex3_tp2b	0.042
greenhouse	B2	bio3	tp2	bri301	tech1	1	bri301_tp2b	0.094
greenhouse	B2	bio3	tp2	bri301	tech1	2	bri301_tp2b	0.043
greenhouse	B2	bio3	tp2	bri301	tech1	3	bri301_tp2b	0.031
greenhouse	B2	bio3	tp2	bri301	tech1	4	bri301_tp2b	0.064
greenhouse	B2	bio3	tp2	bri301	tech1	5	bri301_tp2b	0.026
greenhouse	B2	bio3	tp2	bri301	tech2	1	bri301_tp2b	0.065
greenhouse	B2	bio3	tp2	bri301	tech2	2	bri301_tp2b	0.053
greenhouse	B2	bio3	tp2	bri301	tech2	3	bri301_tp2b	0.039
greenhouse	B2	bio3	tp2	bri301	tech2	4	bri301_tp2b	0.09
greenhouse	B2	bio3	tp2	bri301	tech2	5	bri301_tp2b	0.051
greenhouse	B2	bio3	tp2	bri301	tech3	1	bri301_tp2b	0.051
greenhouse	B2	bio3	tp2	bri301	tech3	2	bri301_tp2b	0.046
greenhouse	B2	bio3	tp2	bri301	tech3	3	bri301_tp2b	0.056
greenhouse	B2	bio3	tp2	bri301	tech3	4	bri301_tp2b	0.023
greenhouse	B2	bio3	tp2	bri301	tech3	5	bri301_tp2b	0.04
greenhouse	B2	bio3	tp2	bri301	tech4	1	bri301_tp2b	0.05
greenhouse	B2	bio3	tp2	bri301	tech4	2	bri301_tp2b	0.065
greenhouse	B2	bio3	tp2	bri301	tech4	3	bri301_tp2b	0.042
greenhouse	B2	bio3	tp2	bri301	tech4	4	bri301_tp2b	0.028
greenhouse	B2	bio3	tp2	bri301	tech4	5	bri301_tp2b	
greenhouse	B2	bio3	tp2	35SBRI	tech1	1	35SBRI_tp2b	0.065
greenhouse	B2	bio3	tp2	35SBRI	tech1	2	35SBRI_tp2b	0.1
greenhouse	B2	bio3	tp2	35SBRI	tech1	3	35SBRI_tp2b	0.068
greenhouse	B2	bio3	tp2	35SBRI	tech1	4	35SBRI_tp2b	0.048
greenhouse	B2	bio3	tp2	35SBRI	tech1	5	35SBRI_tp2b	0.04
greenhouse	B2	bio3	tp2	35SBRI	tech2	1	35SBRI_tp2b	0.044
greenhouse	B2	bio3	tp2	35SBRI	tech2	2	35SBRI_tp2b	0.044
greenhouse	B2	bio3	tp2	35SBRI	tech2	3	35SBRI_tp2b	0.07
greenhouse	B2	bio3	tp2	35SBRI	tech2	4	35SBRI_tp2b	0.059
greenhouse	B2	bio3	tp2	35SBRI	tech2	5	35SBRI_tp2b	0.061
greenhouse	B2	bio3	tp2	35SBRI	tech3	1	35SBRI_tp2b	0.037
greenhouse	B2	bio3	tp2	35SBRI	tech3	2	35SBRI_tp2b	0.038
greenhouse	B2	bio3	tp2	35SBRI	tech3	3	35SBRI_tp2b	0.043
greenhouse	B2	bio3	tp2	35SBRI	tech3	4	35SBRI_tp2b	0.028
greenhouse	B2	bio3	tp2	35SBRI	tech3	5	35SBRI_tp2b	0.045
greenhouse	B2	bio3	tp2	35SBRI	tech4	1	35SBRI_tp2b	0.05
greenhouse	B2	bio3	tp2	35SBRI	tech4	2	35SBRI_tp2b	0.056
greenhouse	B2	bio3	tp2	35SBRI	tech4	3	35SBRI_tp2b	0.034
greenhouse	B2	bio3	tp2	35SBRI	tech4	4	35SBRI_tp2b	0.04
greenhouse	B2	bio3	tp2	35SBRI	tech4	5	35SBRI_tp2b	0.064
